Date,AAPL,MSFT,AMZN,GOOG,META
2022-03-31,171.236,301.136,162.998,139.65,222.36
2022-04-01,170.942,302.222,163.56,140.7,224.85
2022-04-04,174.997,307.642,168.346,143.642,233.89
2022-04-05,171.68,303.647,164.055,141.063,231.84
2022-04-06,168.517,292.532,158.756,137.176,223.3
2022-04-07,168.82,294.359,157.784,136.465,222.95
2022-04-08,166.806,290.061,154.46,134.01,222.33
2022-04-11,162.552,278.623,151.122,129.796,216.46
2022-04-12,164.421,275.499,150.788,128.374,214.14
2022-04-13,167.111,280.931,155.541,130.286,214.99
2022-04-14,162.102,273.321,151.706,127.253,210.18
2022-04-18,161.885,273.993,152.785,127.961,210.77
2022-04-19,164.167,278.662,158.116,130.531,217.31
2022-04-20,163.997,279.699,153.998,128.246,200.42
2022-04-21,163.213,274.276,148.296,124.938,188.07
2022-04-22,158.664,267.654,144.35,119.614,184.11
2022-04-25,159.736,274.191,146.074,123.25,186.99
2022-04-26,153.773,263.933,139.391,119.506,180.95
2022-04-27,153.546,276.631,138.167,115.02,174.95
2022-04-28,160.483,282.893,144.596,119.412,205.73
2022-04-29,154.609,271.065,124.282,114.966,200.47
2022-05-02,154.913,277.852,124.5,117.157,211.13
2022-05-03,156.405,275.225,124.254,118.13,212.03
2022-05-04,162.819,283.234,125.929,122.575,223.41
2022-05-05,153.744,270.899,116.407,116.746,208.28
2022-05-06,154.472,268.338,114.772,115.66,203.77
2022-05-09,149.344,258.425,108.789,113.084,196.21
2022-05-10,151.752,263.23,108.859,114.584,197.65
2022-05-11,143.887,254.489,105.372,113.961,188.74
2022-05-12,140.014,249.41,106.931,113.161,191.24
2022-05-13,144.484,255.043,113.055,116.516,198.62
2022-05-16,142.941,255.416,110.81,114.792,200.04
2022-05-17,146.573,260.611,115.368,116.702,202.62
2022-05-18,138.304,248.746,107.112,112.401,192.24
2022-05-19,134.897,247.826,107.319,110.746,191.29
2022-05-20,135.132,247.258,107.591,109.313,193.54
2022-05-23,140.552,255.179,107.557,111.666,196.23
2022-05-24,137.855,254.171,104.1,105.926,181.28
2022-05-25,138.01,257.011,106.775,105.84,183.83
2022-05-26,141.211,260.32,111.078,108.296,191.63
2022-05-27,146.969,267.506,115.146,112.799,195.13
2022-05-31,146.182,266.163,120.21,114.039,193.64
2022-06-01,146.056,266.702,121.684,114.137,188.64
2022-06-02,148.508,268.815,125.511,117.746,198.86
2022-06-03,142.783,264.352,122.35,114.564,190.78
2022-06-06,143.529,263.11,124.79,117.011,194.25
2022-06-07,146.056,266.781,123.0,117.23,195.65
2022-06-08,145.319,264.736,121.18,117.238,196.64
2022-06-09,140.093,259.233,116.15,114.918,184.0
2022-06-10,134.68,247.681,109.65,111.428,175.57
2022-06-13,129.525,237.176,103.67,106.876,164.26
2022-06-14,130.389,239.359,102.31,107.194,163.73
2022-06-15,133.01,246.477,107.67,110.39,169.35
2022-06-16,127.738,239.829,103.66,106.636,160.87
2022-06-17,129.211,242.452,106.22,107.866,163.74
2022-06-21,133.445,248.414,108.68,112.015,157.05
2022-06-22,132.931,247.816,108.95,112.034,155.85
2022-06-23,135.801,253.427,112.44,112.684,158.75
2022-06-24,139.13,262.08,116.46,118.538,170.16
2022-06-27,139.13,259.33,113.22,116.622,169.49
2022-06-28,134.986,251.097,107.4,112.571,160.68
2022-06-29,136.743,254.797,108.92,112.256,163.94
2022-06-30,134.279,251.44,106.21,109.372,161.25
2022-07-01,136.449,254.131,109.56,109.081,160.03
2022-07-05,139.031,257.333,113.5,113.887,168.19
2022-07-06,140.368,260.621,114.33,115.214,169.77
2022-07-07,143.738,262.765,116.33,119.306,172.19
2022-07-08,144.415,262.042,115.54,120.168,170.88
2022-07-11,142.283,258.957,111.75,116.522,162.88
2022-07-12,143.254,248.345,109.22,114.849,163.27
2022-07-13,142.891,247.416,110.4,112.187,163.49
2022-07-14,145.817,248.746,110.63,111.44,158.05
2022-07-15,147.489,251.332,113.55,112.767,164.7
2022-07-18,144.444,248.913,113.76,109.91,167.23
2022-07-19,148.303,254.081,118.21,114.62,175.78
2022-07-20,150.307,256.765,122.77,114.7,183.09
2022-07-21,152.576,259.283,124.63,115.04,183.17
2022-07-22,151.337,254.896,122.42,108.36,169.27
2022-07-25,150.219,253.398,121.14,108.21,166.65
2022-07-26,148.894,246.613,114.81,105.44,159.15
2022-07-27,153.992,263.1,120.97,113.6,169.58
2022-07-28,154.54,270.61,122.28,114.59,160.72
2022-07-29,159.609,274.848,134.95,116.64,159.1
2022-08-01,158.626,272.173,135.39,115.48,159.93
2022-08-02,157.152,269.052,134.16,115.9,160.19
2022-08-03,163.165,276.542,139.52,118.78,168.8
2022-08-04,162.849,277.696,142.57,118.87,170.57
2022-08-05,162.622,276.974,140.8,118.22,167.11
2022-08-08,162.151,274.436,139.41,118.14,170.25
2022-08-09,162.201,276.375,137.83,117.5,168.53
2022-08-10,166.449,283.091,142.69,120.65,178.34
2022-08-11,165.712,280.995,140.64,119.82,177.49
2022-08-12,169.262,285.784,143.55,122.65,180.5
2022-08-15,170.333,287.31,143.18,122.88,180.89
2022-08-16,170.177,286.565,144.78,122.51,179.47
2022-08-17,171.672,285.811,142.1,120.32,174.85
2022-08-18,171.278,284.684,142.3,120.86,174.66
2022-08-19,168.692,280.739,138.23,118.12,167.96
2022-08-22,164.805,272.498,133.22,115.07,163.05
2022-08-23,164.472,271.211,133.62,114.77,161.11
2022-08-24,164.766,270.575,133.8,114.7,163.26
2022-08-25,167.226,273.576,137.28,117.7,168.78
2022-08-26,160.921,263.021,130.75,111.3,161.78
2022-08-29,158.718,260.215,129.79,110.34,159.17
2022-08-30,156.289,257.997,128.73,109.91,157.16
2022-08-31,154.627,256.527,126.77,109.15,162.93
2022-09-01,155.355,255.476,127.82,110.55,165.36
2022-09-02,153.241,251.216,127.51,108.68,160.32
2022-09-06,151.98,248.461,126.11,107.48,158.54
2022-09-07,153.388,253.21,129.48,110.48,160.39
2022-09-08,151.912,253.63,129.82,109.42,162.06
2022-09-09,154.774,259.458,133.27,111.78,169.15
2022-09-12,160.734,261.608,136.45,111.87,168.96
2022-09-13,151.301,247.224,126.82,105.31,153.13
2022-09-14,152.747,247.451,128.55,105.87,151.47
2022-09-15,149.857,240.739,126.28,103.9,149.55
2022-09-16,148.214,240.11,123.53,103.63,146.29
2022-09-19,151.932,239.896,124.66,103.85,148.02
2022-09-20,154.31,237.866,122.19,101.83,146.09
2022-09-21,151.184,234.433,118.54,100.01,142.12
2022-09-22,150.221,236.424,117.31,100.57,142.82
2022-09-23,147.95,233.42,113.78,99.17,140.41
2022-09-26,148.283,232.96,115.15,98.81,136.37
2022-09-27,149.256,231.94,114.41,98.09,134.4
2022-09-28,147.368,236.511,118.01,100.74,141.61
2022-09-29,140.131,233.01,114.8,98.09,136.41
2022-09-30,135.92,228.496,113.0,96.15,135.68
2022-10-03,140.101,236.186,115.88,99.3,138.61
2022-10-04,143.691,244.174,121.09,102.41,140.28
2022-10-05,143.984,244.486,120.95,102.22,138.98
2022-10-06,143.033,242.123,120.3,102.24,139.07
2022-10-07,137.78,229.811,114.56,99.57,133.45
2022-10-10,138.103,224.916,113.67,98.71,133.79
2022-10-11,136.686,221.148,112.21,98.05,128.54
2022-10-12,136.058,221.482,112.9,98.3,127.5
2022-10-13,140.631,229.811,112.53,99.71,130.29
2022-10-14,136.097,224.238,106.9,97.18,126.76
2022-10-17,140.061,233.038,113.79,100.78,134.04
2022-10-18,141.378,233.991,116.36,101.39,132.8
2022-10-19,141.488,232.009,115.07,100.29,133.23
2022-10-20,141.026,231.685,115.25,100.53,131.53
2022-10-21,144.84,237.542,119.32,101.48,130.01
2022-10-24,146.986,242.575,119.82,102.97,129.72
2022-10-25,149.827,245.921,120.6,104.93,137.51
2022-10-26,146.888,226.946,115.66,94.82,129.82
2022-10-27,142.414,222.462,110.96,92.6,97.94
2022-10-28,153.173,231.409,103.41,96.58,99.2
2022-10-31,150.811,227.74,102.44,94.66,93.16
2022-11-01,148.167,223.857,96.79,90.5,95.2
2022-11-02,142.638,215.936,92.12,87.07,90.54
2022-11-03,136.59,210.197,89.3,83.49,88.91
2022-11-04,136.324,217.204,90.98,86.7,90.79
2022-11-07,136.855,223.561,90.53,88.65,96.72
2022-11-08,137.425,224.541,89.98,88.91,96.47
2022-11-09,132.864,220.264,86.14,87.4,101.47
2022-11-10,144.688,238.385,96.63,94.17,111.87
2022-11-11,147.475,242.437,100.79,96.73,113.02
2022-11-14,146.077,236.981,98.49,96.03,114.22
2022-11-15,147.81,237.395,98.94,98.72,117.08
2022-11-16,146.577,237.827,97.12,98.99,113.23
2022-11-17,148.479,237.778,94.85,98.5,111.45
2022-11-18,149.042,237.325,94.14,97.8,112.05
2022-11-21,145.809,238.141,92.46,95.83,109.86
2022-11-22,147.949,241.075,93.2,97.33,111.44
2022-11-23,148.827,243.581,94.13,98.82,112.24
2022-11-25,145.909,243.494,93.41,97.6,111.41
2022-11-28,142.076,237.857,93.95,96.25,108.78
2022-11-29,139.071,236.45,92.42,95.44,109.46
2022-11-30,145.829,251.022,96.54,101.45,118.1
2022-12-01,146.106,250.577,95.5,101.28,120.44
2022-12-02,145.614,250.903,94.13,100.83,123.49
2022-12-05,144.451,246.16,91.01,99.87,122.43
2022-12-06,140.787,241.163,88.25,97.31,114.12
2022-12-07,138.844,240.424,88.46,95.15,113.93
2022-12-08,140.529,243.405,90.35,93.95,115.33
2022-12-09,140.047,241.458,89.09,93.07,115.9
2022-12-12,142.344,248.433,90.55,93.56,114.71
2022-12-13,143.307,252.771,92.49,95.85,120.15
2022-12-14,141.081,253.066,91.58,95.31,121.59
2022-12-15,134.47,244.989,88.45,91.2,116.15
2022-12-16,132.512,240.739,87.86,90.86,119.43
2022-12-19,130.403,236.567,84.92,89.15,114.48
2022-12-20,130.334,237.897,85.19,89.63,117.09
2022-12-21,133.439,240.484,86.77,90.25,119.76
2022-12-22,130.264,234.345,83.79,88.26,117.12
2022-12-23,129.9,234.877,85.25,89.81,118.04
2022-12-27,128.098,233.133,83.04,87.93,116.88
2022-12-28,124.167,230.743,81.82,86.46,115.62
2022-12-29,127.683,237.119,84.18,88.95,120.26
2022-12-30,128.0,235.949,84.0,88.73,120.34
2023-01-03,123.212,235.711,85.82,89.7,124.74
2023-01-04,124.481,225.402,85.14,88.71,127.37
2023-01-05,123.163,218.721,83.12,86.77,126.94
2023-01-06,127.693,221.297,86.08,88.16,130.02
2023-01-09,128.216,223.452,87.36,88.8,129.47
2023-01-10,128.788,225.154,89.87,89.24,132.99
2023-01-11,131.507,231.964,95.09,92.26,132.89
2023-01-12,131.429,234.658,95.27,91.91,136.71
2023-01-13,132.757,235.367,98.12,92.8,136.98
2023-01-17,133.92,236.47,96.05,92.16,135.36
2023-01-18,133.202,232.004,95.46,91.78,133.02
2023-01-19,133.261,228.185,93.68,93.91,136.15
2023-01-20,135.822,236.341,97.25,99.28,139.37
2023-01-23,139.011,238.663,97.52,101.21,143.27
2023-01-24,140.41,238.131,96.32,99.21,143.14
2023-01-25,139.751,236.724,97.18,96.73,141.5
2023-01-26,141.821,243.994,99.22,99.16,147.3
2023-01-27,143.763,244.153,102.24,100.71,151.74
2023-01-30,140.876,238.793,100.55,97.95,147.06
2023-01-31,142.146,243.81,103.13,99.87,148.97
2023-02-01,143.267,248.671,105.15,101.43,153.12
2023-02-02,148.578,260.329,112.91,108.8,188.77
2023-02-03,152.203,254.179,103.39,105.22,186.53
2023-02-06,149.476,252.623,102.18,103.47,186.06
2023-02-07,152.352,263.24,102.11,108.04,191.62
2023-02-08,149.662,262.424,100.05,100.0,183.43
2023-02-09,148.628,259.364,98.24,95.46,177.92
2023-02-10,148.994,258.854,97.61,94.86,174.15
2023-02-13,151.796,266.94,99.54,95.0,179.43
2023-02-14,151.153,267.775,99.7,94.95,179.48
2023-02-15,153.256,265.635,101.16,97.1,177.16
2023-02-16,151.657,258.562,98.15,95.78,172.44
2023-02-17,150.512,254.53,97.2,94.59,172.88
2023-02-21,146.496,249.213,94.58,92.05,172.08
2023-02-22,146.921,248.069,95.79,91.8,171.12
2023-02-23,147.404,251.284,95.82,91.07,172.04
2023-02-24,144.75,245.81,93.5,89.35,170.39
2023-02-27,145.945,246.736,93.76,90.1,169.54
2023-02-28,145.441,246.009,94.23,90.3,174.94
2023-03-01,143.369,242.9,92.17,90.51,173.42
2023-03-02,143.96,247.675,92.13,92.31,174.53
2023-03-03,149.014,251.797,94.9,94.02,185.25
2023-03-06,151.777,253.355,93.75,95.58,184.9
2023-03-07,149.576,250.672,93.55,94.17,184.51
2023-03-08,150.828,250.229,93.92,94.65,184.97
2023-03-09,148.578,248.868,92.25,92.66,181.69
2023-03-10,146.516,245.189,90.73,91.01,179.51
2023-03-13,148.459,250.447,92.43,91.66,180.9
2023-03-14,150.552,257.221,94.88,94.25,194.02
2023-03-15,150.947,261.808,96.2,96.55,197.75
2023-03-16,153.768,272.422,100.04,101.07,204.93
2023-03-17,152.929,275.605,98.95,102.46,195.61
2023-03-20,155.297,268.506,97.71,101.93,197.81
2023-03-21,157.152,270.034,100.61,105.84,202.16
2023-03-22,155.721,268.565,98.7,104.22,199.81
2023-03-23,156.806,273.861,98.71,106.26,204.28
2023-03-24,158.11,276.731,98.13,106.06,206.01
2023-03-27,156.166,272.598,98.04,103.06,202.84
2023-03-28,155.544,271.465,97.24,101.36,200.68
2023-03-29,158.622,276.671,100.25,101.9,205.35
2023-03-30,160.191,280.163,102.0,101.32,207.84
2023-03-31,162.698,284.355,103.29,104.0,211.94
2023-04-03,163.95,283.299,102.41,104.91,213.07
2023-04-04,163.418,283.251,103.95,105.12,214.72
2023-04-05,161.571,280.451,101.1,104.95,211.48
2023-04-06,162.461,287.61,102.06,108.9,216.1
2023-04-10,159.865,285.431,102.17,106.95,214.75
2023-04-11,158.652,278.961,99.92,106.12,213.85
2023-04-12,157.961,279.611,97.83,105.22,214.0
2023-04-13,163.348,285.874,102.4,108.19,220.35
2023-04-14,163.003,282.225,102.51,109.46,221.49
2023-04-17,163.022,284.849,102.74,106.42,218.86
2023-04-18,164.247,284.424,102.3,105.12,217.89
2023-04-19,165.39,284.504,104.3,105.02,215.7
2023-04-20,164.424,282.195,103.81,105.9,213.07
2023-04-21,162.815,281.852,106.96,105.91,212.89
2023-04-24,163.122,277.915,106.21,106.78,212.79
2023-04-25,161.581,271.651,102.57,104.61,207.55
2023-04-26,161.571,291.329,104.98,104.45,209.4
2023-04-27,166.16,300.659,109.82,108.37,238.56
2023-04-28,167.413,303.055,105.45,108.22,240.32
2023-05-01,167.325,301.38,102.05,107.71,243.18
2023-05-02,166.288,301.232,103.63,105.98,239.24
2023-05-03,165.212,300.235,103.65,106.12,237.03
2023-05-04,163.576,301.232,104.0,105.21,233.52
2023-05-05,171.251,306.399,105.655,106.215,232.78
2023-05-08,171.182,304.427,105.83,108.24,233.27
2023-05-09,169.477,302.8,106.62,107.94,233.37
2023-05-10,171.236,308.037,110.19,112.28,233.08
2023-05-11,171.429,305.868,112.18,116.9,235.79
2023-05-12,170.501,304.743,110.26,117.92,233.81
2023-05-15,170.006,305.226,111.2,116.96,238.86
2023-05-16,170.006,307.475,113.4,120.09,238.82
2023-05-17,170.619,310.381,115.5,121.48,242.485
2023-05-18,172.952,314.848,118.15,123.52,246.85
2023-05-19,173.06,314.671,116.25,123.25,245.64
2023-05-22,172.111,317.479,115.01,125.87,248.32
2023-05-23,169.504,311.626,114.99,123.29,246.74
2023-05-24,169.778,310.233,116.75,121.64,249.21
2023-05-25,170.915,322.163,115.0,124.35,252.69
2023-05-26,173.324,329.053,120.11,125.43,262.04
2023-05-30,175.174,327.393,121.66,124.64,262.52
2023-05-31,175.124,324.604,120.58,123.37,264.72
2023-06-01,177.93,328.747,122.77,124.37,272.61
2023-06-02,178.78,331.533,124.25,125.23,272.61
2023-06-05,177.426,332.067,125.3,126.63,271.39
2023-06-06,177.06,329.835,126.61,127.91,271.12
2023-06-07,175.687,319.653,121.23,122.94,263.6
2023-06-08,178.403,321.511,124.25,122.67,264.58
2023-06-09,178.79,323.023,123.43,122.87,264.95
2023-06-12,181.586,328.025,126.57,124.35,271.05
2023-06-13,181.111,330.438,126.66,124.43,271.32
2023-06-14,181.743,333.452,126.42,124.38,273.35
2023-06-15,183.779,344.088,127.11,125.79,281.83
2023-06-16,182.702,338.385,125.49,124.06,281.0
2023-06-20,182.791,334.155,125.78,123.85,284.33
2023-06-21,181.753,329.716,124.83,121.26,281.64
2023-06-22,184.757,335.795,130.15,123.87,284.88
2023-06-23,184.441,331.158,129.33,123.02,288.73
2023-06-26,183.049,324.813,127.33,119.09,278.47
2023-06-27,185.805,330.714,129.18,119.01,287.05
2023-06-28,186.98,331.978,129.04,121.08,285.29
2023-06-29,187.315,331.188,127.9,120.01,281.53
2023-06-30,191.642,336.616,130.36,120.97,286.98
2023-07-03,190.151,334.095,130.22,120.56,286.02
2023-07-05,189.036,334.253,130.38,122.63,294.37
2023-07-06,189.509,337.337,128.36,120.93,291.99
2023-07-07,188.393,333.333,129.78,120.14,290.53
2023-07-10,186.347,328.005,127.13,116.87,294.1
2023-07-11,185.825,328.638,128.78,117.71,298.29
2023-07-12,187.495,333.314,130.8,119.62,309.34
2023-07-13,188.256,338.71,134.3,124.83,313.41
2023-07-14,188.403,341.261,134.68,125.7,308.87
2023-07-17,191.662,341.745,133.56,125.06,310.62
2023-07-18,191.406,355.346,132.83,124.08,312.05
2023-07-19,192.761,350.987,135.36,122.78,316.01
2023-07-20,190.813,342.872,129.96,119.53,302.52
2023-07-21,189.638,339.808,130.0,120.31,294.26
2023-07-24,190.439,341.132,128.8,121.88,291.61
2023-07-25,191.3,346.935,129.13,122.79,294.47
2023-07-26,192.168,333.876,128.15,129.66,298.57
2023-07-27,190.901,326.909,128.25,129.87,311.71
2023-07-28,193.482,334.47,132.21,133.01,325.48
2023-07-31,194.094,332.048,133.68,133.11,318.6
2023-08-01,193.258,332.464,131.69,131.89,322.71
2023-08-02,190.271,323.725,128.21,128.64,314.31
2023-08-03,188.877,322.896,128.91,128.77,313.19
2023-08-04,179.809,324.0,139.57,128.54,310.73
2023-08-07,176.706,326.306,142.22,131.94,316.56
2023-08-08,177.644,322.292,139.94,131.84,312.64
2023-08-09,176.054,318.516,137.85,130.15,305.21
2023-08-10,175.836,319.208,138.56,130.21,305.74
2023-08-11,175.895,317.31,138.41,130.17,301.64
2023-08-14,177.548,320.305,140.57,131.83,306.19
2023-08-15,175.559,318.149,137.67,130.27,301.95
2023-08-16,174.688,317.378,135.07,129.11,294.29
2023-08-17,172.146,313.891,133.98,130.46,285.09
2023-08-18,172.63,313.494,133.22,128.11,283.25
2023-08-21,173.965,318.844,134.68,128.93,289.9
2023-08-22,175.342,319.419,134.25,129.69,287.6
2023-08-23,179.188,323.917,135.52,133.21,294.24
2023-08-24,174.501,316.953,131.84,130.42,286.75
2023-08-25,176.707,319.934,133.26,130.69,285.5
2023-08-28,178.269,320.646,133.14,131.79,290.26
2023-08-29,182.158,325.312,134.91,135.49,297.99
2023-08-30,185.649,325.688,135.07,136.93,295.1
2023-08-31,185.869,324.668,138.01,137.35,295.89
2023-09-01,187.441,325.56,138.12,136.8,296.38
2023-09-05,187.679,330.404,137.27,136.71,300.15
2023-09-06,180.959,329.74,135.36,135.37,299.17
2023-09-07,175.667,326.798,137.85,136.2,298.67
2023-09-08,176.281,331.116,138.23,137.2,297.89
2023-09-11,177.448,334.751,143.1,137.74,307.56
2023-09-12,174.422,328.64,141.23,136.07,301.66
2023-09-13,172.354,332.89,144.85,137.5,305.06
2023-09-14,173.867,335.505,144.72,138.99,311.72
2023-09-15,173.144,327.105,140.39,138.3,300.31
2023-09-18,176.073,325.956,139.98,138.96,302.55
2023-09-19,177.161,325.55,137.63,138.83,305.07
2023-09-20,173.62,317.744,135.29,134.59,299.67
2023-09-21,172.077,316.515,129.33,131.36,295.73
2023-09-22,172.928,314.019,129.12,131.25,299.08
2023-09-25,174.202,314.544,131.27,132.17,300.83
2023-09-26,170.127,309.196,125.98,129.45,298.96
2023-09-27,168.614,309.839,125.98,131.46,297.74
2023-09-28,168.869,310.681,125.98,133.13,303.96
2023-09-29,169.386,312.771,127.12,131.85,300.21
2023-10-02,171.897,318.764,129.46,135.17,306.82
2023-10-03,170.562,310.434,124.72,133.3,300.94
2023-10-04,171.808,315.946,127.0,136.27,305.58
2023-10-05,173.046,316.348,125.96,135.99,304.79
2023-10-06,175.598,324.173,127.96,138.73,315.43
2023-10-09,177.081,326.708,128.26,139.5,318.36
2023-10-10,176.489,325.293,129.48,139.2,321.84
2023-10-11,177.883,329.285,131.83,141.7,327.82
2023-10-12,178.784,328.036,132.33,140.29,324.16
2023-10-13,176.942,324.638,129.79,138.58,314.69
2023-10-16,176.817,329.501,132.55,140.49,321.15
2023-10-17,175.263,328.927,131.47,140.99,324.0
2023-10-18,173.965,326.995,128.13,139.28,316.97
2023-10-19,173.59,328.195,128.4,138.98,312.81
2023-10-20,171.037,323.588,125.17,136.74,308.65
2023-10-23,171.156,326.213,126.56,137.9,314.01
2023-10-24,171.592,327.412,128.56,140.12,312.55
2023-10-25,169.277,337.457,121.39,126.67,299.53
2023-10-26,165.112,324.797,119.57,123.44,288.35
2023-10-27,166.427,326.698,127.74,123.4,296.73
2023-10-30,168.476,334.129,132.71,125.75,302.66
2023-10-31,168.949,334.921,133.09,125.3,301.27
2023-11-01,172.116,342.806,137.0,127.57,311.85
2023-11-02,175.677,345.033,138.07,128.58,310.87
2023-11-03,174.767,349.471,138.6,130.37,314.6
2023-11-06,177.32,353.167,139.74,131.45,315.8
2023-11-07,179.884,357.129,142.71,132.4,318.82
2023-11-08,180.939,359.774,142.08,133.26,319.78
2023-11-09,180.467,357.288,140.6,131.69,320.55
2023-11-10,184.655,366.183,143.56,134.06,328.77
2023-11-13,183.071,363.221,142.59,133.64,329.19
2023-11-14,185.686,366.778,145.8,135.43,336.31
2023-11-15,186.25,366.927,143.2,136.38,332.71
2023-11-16,187.935,373.379,142.83,138.7,334.19
2023-11-17,187.915,367.104,145.18,136.94,335.04
2023-11-20,189.659,374.638,146.13,137.92,339.97
2023-11-21,188.856,370.301,143.9,138.62,336.98
2023-11-22,189.52,375.046,146.71,140.02,341.49
2023-11-24,188.193,374.628,146.74,138.22,338.23
2023-11-27,188.014,375.8,147.73,138.05,334.7
2023-11-28,188.618,379.86,147.03,138.62,338.99
2023-11-29,187.599,376.038,146.32,136.4,332.2
2023-11-30,188.173,376.098,146.09,133.92,327.15
2023-12-01,189.45,371.731,147.03,133.32,324.82
2023-12-04,187.659,366.401,144.84,130.63,320.02
2023-12-05,191.61,369.755,146.88,132.39,318.29
2023-12-06,190.521,366.062,144.52,131.43,317.45
2023-12-07,192.451,368.196,146.88,138.45,326.59
2023-12-08,193.879,371.451,147.42,136.64,332.75
2023-12-11,191.373,368.544,145.89,134.7,325.28
2023-12-12,192.889,371.601,147.48,133.64,334.22
2023-12-13,196.108,371.591,148.84,133.97,334.74
2023-12-14,196.257,363.214,147.42,133.2,333.17
2023-12-15,195.722,367.978,149.97,133.84,334.92
2023-12-18,194.058,369.884,154.07,137.19,344.62
2023-12-19,195.098,370.489,153.79,138.1,350.36
2023-12-20,193.007,367.87,152.12,139.66,349.28
2023-12-21,192.86,370.768,153.84,141.8,354.09
2023-12-22,191.788,371.801,153.42,142.72,353.39
2023-12-26,191.245,371.879,153.41,142.82,354.83
2023-12-27,191.345,371.294,153.34,141.44,357.83
2023-12-28,191.768,372.494,153.38,141.28,358.32
2023-12-29,190.729,373.249,151.94,140.93,353.96
2024-01-02,183.903,368.116,149.93,139.56,346.29
2024-01-03,182.527,367.85,148.47,140.36,344.47
2024-01-04,180.207,365.209,144.57,138.04,347.12
2024-01-05,179.485,365.02,145.24,137.39,351.95
2024-01-08,183.824,371.909,149.1,140.53,358.66
2024-01-09,183.409,373.0,151.37,142.56,357.43
2024-01-10,184.448,379.929,153.73,143.8,370.47
2024-01-11,183.853,381.776,155.18,143.67,369.67
2024-01-12,184.18,385.587,154.62,144.24,374.49
2024-01-16,181.912,387.374,153.16,144.08,367.46
2024-01-17,180.97,386.579,151.71,142.89,368.37
2024-01-18,186.865,390.946,153.5,144.99,376.13
2024-01-19,189.768,395.711,155.34,147.97,383.45
2024-01-22,192.077,393.566,154.78,147.71,381.78
2024-01-23,193.354,395.939,156.02,148.68,385.2
2024-01-24,192.68,399.572,156.87,150.35,390.7
2024-01-25,192.353,401.865,157.75,153.64,393.18
2024-01-26,190.62,400.931,159.12,153.79,394.14
2024-01-29,189.936,406.68,161.26,154.84,401.02
2024-01-30,186.279,405.558,159.0,153.05,400.06
2024-01-31,182.674,394.628,155.2,141.8,390.14
2024-02-01,185.113,400.783,159.28,142.71,394.78
2024-02-02,184.113,408.168,171.81,143.54,474.99
2024-02-05,185.926,402.639,170.31,144.93,459.41
2024-02-06,187.53,402.48,169.15,145.41,454.72
2024-02-07,187.639,410.977,170.53,146.68,469.59
2024-02-08,186.558,411.037,169.84,147.22,470.0
2024-02-09,187.321,417.428,174.45,150.22,468.11
2024-02-12,185.636,412.178,172.34,148.73,468.9
2024-02-13,183.542,403.305,168.64,146.37,460.12
2024-02-14,182.659,407.203,170.98,147.14,473.28
2024-02-15,182.372,404.289,169.8,143.94,484.03
2024-02-16,180.835,401.803,169.51,141.76,473.32
2024-02-20,180.089,400.54,167.08,142.2,471.75
2024-02-21,180.845,399.933,168.59,143.84,468.03
2024-02-22,182.878,409.351,174.58,145.32,486.13
2024-02-23,181.042,408.047,174.99,145.29,484.03
2024-02-26,179.695,405.263,174.73,138.75,481.74
2024-02-27,181.152,405.203,173.54,140.1,487.05
2024-02-28,179.953,405.442,173.16,137.43,484.02
2024-02-29,179.286,411.329,176.76,139.78,490.13
2024-03-01,178.207,413.179,178.22,138.08,502.3
2024-03-04,173.684,412.602,177.58,134.2,498.19
2024-03-05,168.744,400.401,174.12,133.78,490.22
2024-03-06,167.752,399.844,173.51,132.56,496.09
2024-03-07,167.633,406.854,176.82,135.24,512.19
2024-03-08,169.349,403.95,175.35,136.29,505.95
2024-03-11,171.353,402.261,171.96,138.94,483.59
2024-03-12,171.827,412.959,175.39,139.62,499.75
2024-03-13,169.744,412.782,176.555,140.77,495.57
2024-03-14,171.6,422.844,178.75,144.34,491.83
2024-03-15,171.223,414.093,174.42,142.17,484.1
2024-03-18,172.315,414.989,174.48,148.48,496.98
2024-03-19,174.655,419.055,175.9,147.92,496.24
2024-03-20,177.224,422.854,178.15,149.68,505.52
2024-03-21,169.983,426.971,178.15,148.74,507.76
2024-03-22,170.885,426.345,178.87,151.77,509.58
2024-03-25,169.468,420.498,179.71,151.15,503.02
2024-03-26,168.337,419.295,178.3,151.7,495.89
2024-03-27,171.907,419.075,179.83,151.94,493.86
2024-03-28,170.092,418.37,180.38,152.26,485.58
2024-04-01,168.655,422.199,180.97,156.5,491.35
2024-04-02,167.474,419.085,180.69,155.87,497.37
2024-04-03,168.277,418.101,182.41,156.37,506.74
2024-04-04,167.454,415.546,180.0,151.94,510.92
2024-04-05,168.207,423.143,185.07,153.94,527.34
2024-04-08,167.087,422.287,185.32,156.19,519.25
2024-04-09,168.297,423.898,185.67,158.14,516.9
2024-04-10,166.422,420.896,185.95,157.66,519.83
2024-04-11,173.624,425.539,189.05,160.79,523.16
2024-04-12,175.121,419.542,186.13,159.19,511.9
2024-04-15,171.293,411.329,183.62,156.33,500.23
2024-04-16,168.009,412.264,183.32,156.0,499.76
2024-04-17,166.64,409.538,181.28,156.88,494.17
2024-04-18,165.688,402.011,179.22,157.46,501.8
2024-04-19,163.596,396.89,174.62,155.709,481.06
2024-04-22,164.499,398.72,177.23,157.95,481.73
